name,esrb,popularity,hypes,total_rating
Overlord II,"{'synopsis': 'Players use swords, axes and hammers to attack human soldiers and fantasy creatures in this action role-playing game. Combat involves ""melee-style"" attacks where characters\' axe swipes and sword strikes occur at close-range, are frenetic, and are met with cries of pain. Players can also command several ""tag-along"" gremlin-like minions to attack enemies (e.g., carnivorous pandas, giant spiders, elves, Roman soldiers, etc.), break objects, and open pathways that allow the Overlord to progress. During one sequence, players use a lightning-strike attack to either kill villagers or subdue them. Players\' Minions can also be led to consume liquids (a strong implication of alcohol), causing them to belch, urinate, or vomit on the ground. There is also a sequence in which players need to ""fool the drunken villager."" The game contains some suggestive material: There are depictions of fairy creatures with flowers that barely cover their exaggerated-sized breasts; reward cut-scenes strongly imply that the central character has sex with his mistress (e.g., the camera shakes; pleasurable moaning sounds); and dialogue contains suggestive content and innuendo (e.g.,""They said I slept with the Senators daughter… I never! … I slept with his wife!"" and ""Prepare yourself for a very mmmmm spiritual experience"").', 'rating': 5}",1.666666666666667,NaN,NaN
Young Justice: Legacy,"{'synopsis': 'This is an action game based on the Young Justice animated TV show. Players assume the role of multiple superheroes on a quest to stop villains from resurrecting an ancient evil. As players travel around the globe, they use punches, kicks, and various powers/abilities (e.g., shockwave, tornado spin, and ground pound) to defeat humans, monsters, and robots. Several enemies use guns or lasers to attack player-characters. Battles are accompanied by impact sounds, cries of pain, gunfire, and explosions. One cutscene depicts the body of a fallen hero underneath rubble at the end of a prolonged boss battle.', 'rating': 5}",2.0,NaN,60.0
3D Baseball,NaN,1.333333333333333,NaN,65.0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,NaN,2.666666666666667,NaN,62.0
First Queen,NaN,1.333333333333333,NaN,67.5
Call Of Juarez: Bound In Blood,"{'synopsis': 'This is a first-person shooter in which players control one of two brothers traveling through the Wild West in search of a lost treasure. Players use six-shooter revolvers, shotguns, and rifles to battle an assortment of Confederate and Union Soldiers, hostile cowboys, and Apache warriors. Frenetic combat is highlighted by realistic sound effects such as the frequent gunfire, explosions, and cries of pain from defeated enemies. Puffs of blood are depicted when enemies are shot, and blood stains sometimes stain and drip from the players\' screen. Some dialogue contains suggestive references (e.g., ""Wouldn\'t want a big old snake slithering up your skirt"" and ""That girl does like a good time""), while one character mentions that she was ""used…like a whore"" by her stepfather. English and Spanish profanities (e.g., """"f*ck,"" ""sh*t,"" and ""p*ndejo"") can also be heard in dialogue.', 'rating': 6}",2.333333333333333,NaN,79.05160658588139
Dream C Club Zero,NaN,2.0,NaN,61.14285714285715
Shining Stars Super Starcade,NaN,1.333333333333333,NaN,NaN
Tail Concerto,"{'synopsis': '-', 'rating': 3}",5.666666666666667,NaN,52.5
The Sum of All Fears,{'rating': 5},1.666666666666667,NaN,NaN
James Pond: Codename Robocod,NaN,5.0,NaN,73.10627465644164
Startling Odyssey II,NaN,1.333333333333333,NaN,NaN
Attack of the Labyrinth +,NaN,22.0,NaN,NaN
JoJo's Bizarre Adventure: Eyes of Heaven,NaN,1.333333333333333,NaN,79.0
Anglers Club: Ultimate Bass Fishing 3D,{'rating': 3},4.666666666666666,NaN,73.1451850801689
Utawarerumono,NaN,1.333333333333333,NaN,82.9560767883779
Gaia Saver: Hero Saidai no Sakusen,NaN,1.333333333333333,NaN,NaN
Everblue 2,NaN,1.666666666666667,NaN,54.375
Emma at the Farm,{'rating': 3},1.333333333333333,NaN,64.0
NASCAR Heat Evolution,NaN,3.666666666666667,NaN,37.5
Higurashi no Naku Koro ni Kizuna: Daisankan Rasen,NaN,4.333333333333334,NaN,78.30769230769229
The Sims 2: Glamour Life Stuff,{'rating': 5},7.333333333333333,NaN,NaN
Safari Adventures: Africa,{'rating': 3},2.666666666666667,NaN,NaN
Summer Challenge: Athletics Tournament,NaN,1.333333333333333,NaN,NaN
